fecha,regular - gtq/galon,superior - gtq/galon,diesel - gtq/galon,glp cilindro 25lbs. - gtq/lb
2021-05-17 00:00:00,27.09,27.9,21.79,4.8
2021-05-18 00:00:00,27.09,27.9,21.79,4.8
2021-05-19 00:00:00,27.09,27.9,21.79,4.8
2021-05-20 00:00:00,27.09,27.9,21.79,4.8
2021-05-21 00:00:00,27.09,27.9,21.79,4.8
2021-05-22 00:00:00,27.09,27.9,21.79,4.8
2021-05-23 00:00:00,27.09,27.9,21.79,4.8
2021-05-24 00:00:00,27.08,27.88,21.78,4.8
2021-05-25 00:00:00,27.08,27.88,21.78,4.8
2021-05-26 00:00:00,27.08,27.88,21.78,4.8
2021-05-27 00:00:00,27.08,27.88,21.78,4.8
2021-05-28 00:00:00,27.08,27.88,21.78,4.8
2021-05-29 00:00:00,27.08,27.88,21.78,4.8
2021-05-30 00:00:00,27.08,27.88,21.78,4.8
2021-05-31 00:00:00,27.22,28.01,22.29,4.8
2021-06-01 00:00:00,27.22,28.01,22.29,4.8
2021-06-02 00:00:00,27.22,28.01,22.29,4.8
2021-06-03 00:00:00,27.22,28.01,22.29,4.8
2021-06-04 00:00:00,27.22,28.01,22.29,4.8
2021-06-05 00:00:00,27.22,28.01,22.29,4.8
2021-06-06 00:00:00,27.22,28.01,22.29,4.8
2021-06-07 00:00:00,27.2,27.99,22.58,4.8
2021-06-08 00:00:00,27.2,27.99,22.58,4.8
2021-06-09 00:00:00,27.2,27.99,22.58,4.8
2021-06-10 00:00:00,27.2,27.99,22.58,4.8
2021-06-11 00:00:00,27.2,27.99,22.58,4.8
2021-06-12 00:00:00,27.2,27.99,22.58,4.8
2021-06-13 00:00:00,27.2,27.99,22.58,4.8
2021-06-14 00:00:00,27.4,28.19,22.7,4.8
2021-06-15 00:00:00,27.4,28.19,22.7,4.8
2021-06-16 00:00:00,27.4,28.19,22.7,4.8
2021-06-17 00:00:00,27.4,28.19,22.7,4.8
2021-06-18 00:00:00,27.4,28.19,22.7,4.8
2021-06-19 00:00:00,27.4,28.19,22.7,4.8
2021-06-20 00:00:00,27.4,28.19,22.7,4.8
2021-06-21 00:00:00,26.86,27.68,21.88,4.8
2021-06-22 00:00:00,26.86,27.68,21.88,4.8
2021-06-23 00:00:00,26.86,27.68,21.88,4.8
2021-06-24 00:00:00,26.86,27.68,21.88,4.8
2021-06-25 00:00:00,26.86,27.68,21.88,4.8
2021-06-26 00:00:00,26.86,27.68,21.88,4.8
2021-06-27 00:00:00,26.86,27.68,21.88,4.8
2021-06-28 00:00:00,26.86,27.68,21.88,4.8
2021-06-29 00:00:00,26.8,27.6,21.81,4.8
2021-06-30 00:00:00,26.8,27.6,21.81,4.8
2021-07-01 00:00:00,26.8,27.6,21.81,4.8
2021-07-02 00:00:00,26.8,27.6,21.81,4.8
2021-07-03 00:00:00,26.8,27.6,21.81,4.8
2021-07-04 00:00:00,26.8,27.6,21.81,4.8
2021-07-05 00:00:00,27.98,28.78,22.97,4.8
2021-07-06 00:00:00,27.98,28.78,22.97,4.8
2021-07-07 00:00:00,27.98,28.78,22.97,4.8
2021-07-08 00:00:00,27.98,28.78,22.97,4.8
2021-07-09 00:00:00,27.98,28.78,22.97,4.8
2021-07-10 00:00:00,27.98,28.78,22.97,4.8
2021-07-11 00:00:00,27.98,28.78,22.97,4.8
2021-07-12 00:00:00,27.84,28.64,22.82,4.8
2021-07-13 00:00:00,27.84,28.64,22.82,4.8
2021-07-14 00:00:00,27.84,28.64,22.82,4.8
2021-07-15 00:00:00,27.84,28.64,22.82,4.8
2021-07-16 00:00:00,27.84,28.64,22.82,4.8
2021-07-17 00:00:00,27.84,28.64,22.82,4.8
2021-07-18 00:00:00,27.84,28.64,22.82,4.8
2021-07-19 00:00:00,27.54,28.34,22.55,4.8
2021-07-20 00:00:00,27.54,28.34,22.55,4.8
2021-07-21 00:00:00,27.54,28.34,22.55,4.8
2021-07-22 00:00:00,27.54,28.34,22.55,4.8
2021-07-23 00:00:00,27.54,28.34,22.55,4.8
2021-07-24 00:00:00,27.54,28.34,22.55,4.8
2021-07-25 00:00:00,27.54,28.34,22.55,4.8
2021-07-26 00:00:00,27.29,28.09,22.1,4.8
2021-07-27 00:00:00,27.29,28.09,22.1,4.8
2021-07-28 00:00:00,27.29,28.09,22.1,4.8
2021-07-29 00:00:00,27.29,28.09,22.1,4.8
2021-07-30 00:00:00,27.29,28.09,22.1,4.8
2021-07-31 00:00:00,27.29,28.09,22.1,4.8
2021-08-01 00:00:00,27.29,28.09,22.1,4.8
2021-08-02 00:00:00,28.28,29.1,23.1,4.8
2021-08-03 00:00:00,28.28,29.1,23.1,4.8
2021-08-04 00:00:00,28.28,29.1,23.1,4.8
2021-08-05 00:00:00,28.28,29.1,23.1,4.8
2021-08-06 00:00:00,28.28,29.1,23.1,4.8
2021-08-07 00:00:00,28.28,29.1,23.1,4.8
2021-08-08 00:00:00,28.28,29.1,23.1,4.8
2021-08-09 00:00:00,28.27,29.09,23.09,4.8
2021-08-10 00:00:00,28.27,29.09,23.09,4.8
2021-08-11 00:00:00,28.27,29.09,23.09,4.8
2021-08-12 00:00:00,28.27,29.09,23.09,4.8
2021-08-13 00:00:00,28.27,29.09,23.09,4.8
2021-08-14 00:00:00,28.27,29.09,23.09,4.8
2021-08-15 00:00:00,28.27,29.09,23.09,4.8
2021-08-16 00:00:00,28.27,29.09,23.09,4.8
2021-08-17 00:00:00,28.0,28.8,22.8,4.8
2021-08-18 00:00:00,28.0,28.8,22.8,4.8
2021-08-19 00:00:00,28.0,28.8,22.8,4.8
2021-08-20 00:00:00,28.0,28.8,22.8,4.8
2021-08-21 00:00:00,28.0,28.8,22.8,4.8
2021-08-22 00:00:00,28.0,28.8,22.8,4.8
2021-08-23 00:00:00,27.99,28.79,22.79,4.8
2021-08-24 00:00:00,27.99,28.79,22.79,4.8
2021-08-25 00:00:00,27.99,28.79,22.79,4.8
2021-08-26 00:00:00,27.99,28.79,22.79,4.8
2021-08-27 00:00:00,27.99,28.79,22.79,4.8
2021-08-28 00:00:00,27.99,28.79,22.79,4.8
2021-08-29 00:00:00,27.99,28.79,22.79,4.8
2021-08-30 00:00:00,27.99,28.79,22.79,4.8
2021-08-31 00:00:00,27.99,28.79,22.79,4.8
2021-09-01 00:00:00,27.99,28.79,22.79,4.8
2021-09-02 00:00:00,27.99,28.79,22.79,4.8
2021-09-03 00:00:00,27.99,28.79,22.79,4.8
2021-09-04 00:00:00,27.99,28.79,22.79,4.8
2021-09-05 00:00:00,27.99,28.79,22.79,4.8
2021-09-06 00:00:00,28.4,29.11,23.2,4.8
2021-09-07 00:00:00,28.4,29.11,23.2,4.8
2021-09-08 00:00:00,28.4,29.11,23.2,4.8
2021-09-09 00:00:00,28.4,29.11,23.2,4.8
2021-09-10 00:00:00,28.4,29.11,23.2,4.8
2021-09-11 00:00:00,28.4,29.11,23.2,4.8
2021-09-12 00:00:00,28.4,29.11,23.2,4.8
2021-09-13 00:00:00,28.4,29.08,23.47,4.8
2021-09-14 00:00:00,28.4,29.08,23.47,4.8
2021-09-15 00:00:00,28.4,29.08,23.47,4.8
2021-09-16 00:00:00,28.4,29.08,23.47,4.8
2021-09-17 00:00:00,28.4,29.08,23.47,4.8
2021-09-18 00:00:00,28.4,29.08,23.47,4.8
2021-09-19 00:00:00,28.4,29.08,23.47,4.8
2021-09-20 00:00:00,28.58,29.27,23.77,5.04
2021-09-21 00:00:00,28.58,29.27,23.77,5.04
2021-09-22 00:00:00,28.58,29.27,23.77,5.04
2021-09-23 00:00:00,28.58,29.27,23.77,5.16
2021-09-24 00:00:00,28.58,29.27,23.77,5.16
2021-09-25 00:00:00,28.58,29.27,23.77,5.16
2021-09-26 00:00:00,28.58,29.27,23.77,5.16
2021-09-27 00:00:00,28.59,29.29,23.79,5.16
2021-09-28 00:00:00,28.59,29.29,23.79,5.16
2021-09-29 00:00:00,28.59,29.29,23.79,5.16
2021-09-30 00:00:00,28.59,29.29,23.79,5.28
2021-10-01 00:00:00,28.59,29.29,23.79,5.28
2021-10-02 00:00:00,28.59,29.29,23.79,5.28
2021-10-03 00:00:00,28.59,29.29,23.79,5.28
2021-10-04 00:00:00,28.3,29.01,24.48,5.28
2021-10-05 00:00:00,28.3,29.01,24.48,5.28
2021-10-06 00:00:00,28.3,29.01,24.48,5.28
2021-10-07 00:00:00,28.3,29.01,24.48,5.28
2021-10-08 00:00:00,28.3,29.01,24.48,5.28
2021-10-09 00:00:00,28.3,29.01,24.48,5.28
2021-10-10 00:00:00,28.3,29.01,24.48,5.28
2021-10-11 00:00:00,29.28,29.98,25.41,5.28
2021-10-12 00:00:00,29.28,29.98,25.41,5.28
2021-10-13 00:00:00,29.28,29.98,25.41,5.28
2021-10-14 00:00:00,29.28,29.98,25.41,5.28
2021-10-15 00:00:00,29.28,29.98,25.41,5.28
2021-10-16 00:00:00,29.28,29.98,25.41,5.28
2021-10-17 00:00:00,29.28,29.98,25.41,5.28
2021-10-18 00:00:00,29.28,29.97,25.44,5.28
2021-10-19 00:00:00,29.28,29.97,25.44,5.28
2021-10-20 00:00:00,29.28,29.97,25.44,5.28
2021-10-21 00:00:00,29.28,29.97,25.44,5.28
2021-10-22 00:00:00,29.28,29.97,25.44,5.28
2021-10-23 00:00:00,29.28,29.97,25.44,5.28
2021-10-24 00:00:00,29.28,29.97,25.44,5.28
2021-10-25 00:00:00,30.28,30.98,26.49,5.28
2021-10-26 00:00:00,30.28,30.98,26.49,5.28
2021-10-27 00:00:00,30.28,30.98,26.49,5.28
2021-10-28 00:00:00,30.28,30.98,26.49,5.28
2021-10-29 00:00:00,30.28,30.98,26.49,5.28
2021-10-30 00:00:00,30.28,30.98,26.49,5.28
2021-10-31 00:00:00,30.28,30.98,26.49,5.28
2021-11-01 00:00:00,30.28,30.98,26.49,5.55
2021-11-02 00:00:00,30.28,30.98,26.48,5.55
2021-11-03 00:00:00,30.28,30.98,26.48,5.55
2021-11-04 00:00:00,30.28,30.98,26.48,5.55
2021-11-05 00:00:00,30.28,30.98,26.48,5.55
2021-11-06 00:00:00,30.28,30.98,26.48,5.55
2021-11-07 00:00:00,30.28,30.98,26.48,5.55
2021-11-08 00:00:00,30.3,30.99,26.49,5.55
2021-11-09 00:00:00,30.3,30.99,26.49,5.55
2021-11-10 00:00:00,30.3,30.99,26.49,5.55
2021-11-11 00:00:00,30.3,30.99,26.49,5.55
2021-11-12 00:00:00,30.3,30.99,26.49,5.55
2021-11-13 00:00:00,30.3,30.99,26.49,5.55
2021-11-14 00:00:00,30.3,30.99,26.49,5.55
2021-11-15 00:00:00,29.93,30.63,26.12,5.55
2021-11-16 00:00:00,29.93,30.63,26.12,5.55
2021-11-17 00:00:00,29.93,30.63,26.12,5.55
2021-11-18 00:00:00,29.93,30.63,26.12,5.55
2021-11-19 00:00:00,29.93,30.63,26.12,5.55
2021-11-20 00:00:00,29.93,30.63,26.12,5.55
2021-11-21 00:00:00,29.93,30.63,26.12,5.55
2021-11-22 00:00:00,29.32,30.01,25.7,5.55
2021-11-23 00:00:00,29.32,30.01,25.7,5.55
2021-11-24 00:00:00,29.32,30.01,25.7,5.55
2021-11-25 00:00:00,29.32,30.01,25.7,5.55
2021-11-26 00:00:00,29.32,30.01,25.7,5.55
2021-11-27 00:00:00,29.32,30.01,25.7,5.55
2021-11-28 00:00:00,29.32,30.01,25.7,5.55
2021-11-29 00:00:00,29.07,29.78,25.33,5.55
2021-11-30 00:00:00,29.07,29.78,25.33,5.55
2021-12-01 00:00:00,29.07,29.78,25.33,4.88
2021-12-02 00:00:00,29.07,29.78,25.33,4.88
2021-12-03 00:00:00,29.07,29.78,25.33,4.88
2021-12-04 00:00:00,29.07,29.78,25.33,4.88
2021-12-05 00:00:00,29.07,29.78,25.33,4.88
2021-12-06 00:00:00,28.1,28.82,24.36,4.88
2021-12-07 00:00:00,28.1,28.82,24.36,4.88
2021-12-08 00:00:00,28.1,28.82,24.36,4.88
2021-12-09 00:00:00,28.1,28.82,24.36,4.88
2021-12-10 00:00:00,28.1,28.82,24.36,4.88
2021-12-11 00:00:00,28.1,28.82,24.36,4.88
2021-12-12 00:00:00,28.1,28.82,24.36,4.88
2021-12-13 00:00:00,28.06,28.78,24.28,4.88
2021-12-14 00:00:00,28.06,28.78,24.28,4.88
2021-12-15 00:00:00,28.06,28.78,24.28,4.88
2021-12-16 00:00:00,28.06,28.78,24.28,4.88
2021-12-17 00:00:00,28.06,28.78,24.28,4.88
2021-12-18 00:00:00,28.06,28.78,24.28,4.88
2021-12-19 00:00:00,28.06,28.78,24.28,4.88
2021-12-20 00:00:00,28.06,28.78,24.28,4.88
2021-12-21 00:00:00,28.06,28.78,24.28,4.88
2021-12-22 00:00:00,28.06,28.78,24.28,4.88
2021-12-23 00:00:00,28.06,28.78,24.28,4.88
2021-12-24 00:00:00,28.06,28.78,24.28,4.88
2021-12-25 00:00:00,28.06,28.78,24.28,4.88
2021-12-26 00:00:00,28.06,28.78,24.28,4.88
2021-12-27 00:00:00,27.91,28.69,24.51,4.88
2021-12-28 00:00:00,27.91,28.69,24.51,4.88
2021-12-29 00:00:00,27.91,28.69,24.51,4.88
2021-12-30 00:00:00,27.91,28.69,24.51,4.88
2021-12-31 00:00:00,27.91,28.69,24.51,4.88
